epoch,train_loss,eval_loss,train_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_weighted_recall,train_weighted_precision,train_weighted_f1,eval_accuracy,eval_macro_precision,eval_macro_recall,eval_macro_f1,eval_weighted_recall,eval_weighted_precision,eval_weighted_f1
28,0.21362721196543977,1.7794194945725061,0.9576657109124641,0.9356981865322209,0.8533973948620587,0.8788890317084431,0.9576657109124641,0.9572421486261606,0.9558261659088708,0.6340640809443507,0.4633110195033167,0.42106702527957857,0.4264906883121344,0.6340640809443507,0.6324647064034454,0.6262433514544441
29,0.18181976277351058,1.8160802093885278,0.9650025299375948,0.9435406273743974,0.8749324589946241,0.8978064376759952,0.9650025299375948,0.9644438851982059,0.9635619668389097,0.6350758853288364,0.48463431820450503,0.43480826729972527,0.44529492172994317,0.6350758853288364,0.6340673905503716,0.6266568037609084
30,0.16544381963877344,1.8548372407113352,0.9677854612919548,0.9628310765245789,0.8962961847120955,0.9165501362030608,0.9677854612919548,0.968265515082714,0.9668789399280864,0.6286677908937606,0.45646513309005,0.4207894034314649,0.4219509839730264,0.6286677908937606,0.6317244926833236,0.6217211056018558
31,0.14279453178762264,1.8920267986994919,0.9744476302917862,0.9639888880024577,0.9194455463271913,0.9360615073812925,0.9744476302917862,0.9742595993052489,0.9737755811386802,0.6337268128161889,0.4621005025523689,0.4347328758983491,0.4363561258130868,0.6337268128161889,0.6326272441964056,0.6260837998441805
32,0.13243822547835563,1.861786457159186,0.9749536178107606,0.9627114738876287,0.9200725390367774,0.9352371985825807,0.9749536178107606,0.9748445363266339,0.9743019289947198,0.626981450252951,0.4605390081665488,0.41829548615592815,0.4237872492720696,0.626981450252951,0.6255688229028982,0.6179857521624179
33,0.12414032365433932,1.8886977831522624,0.9758812615955473,0.969241666504169,0.9274015727870192,0.9442198262843515,0.9758812615955473,0.9760703448354591,0.975481315349298,0.6347386172006745,0.46781878444009484,0.43571420611115297,0.4375953238291608,0.6347386172006745,0.6337621351026674,0.6273058419289118
34,0.10417053038932163,1.9029025672584452,0.9806038117726429,0.9792404316551844,0.9415437235773478,0.9551711642375477,0.9806038117726429,0.9808409140298974,0.9802248932192348,0.6354131534569983,0.46242144514829,0.43897434200106517,0.4411338464643512,0.6354131534569983,0.6303392857527971,0.6275057746361399
35,0.09525580340469221,1.9130139889255646,0.9826277618485411,0.9837139176561807,0.9564838354331213,0.9683748906457709,0.9826277618485411,0.9828020889679857,0.9824729294380373,0.6340640809443507,0.47134811370548835,0.437975453596305,0.4404355957360507,0.6340640809443507,0.6327640344683332,0.6263266507790175
36,0.09733805447600963,1.8901284522907709,0.9826277618485411,0.9785344372767755,0.9548414056182964,0.9645176065074412,0.9826277618485411,0.9828459954042531,0.9825051467597093,0.6381112984822934,0.468311122282596,0.4415051821556841,0.4405557951193095,0.6381112984822934,0.6353658094146233,0.6301737333899066
37,0.08168487936619799,1.9315446179400209,0.98642266824085,0.9871277935848051,0.9704380294474161,0.9775810110265873,0.98642266824085,0.9865368373547974,0.9863314520694322,0.6320404721753794,0.4721590932406232,0.4456196858206622,0.4461999670914021,0.6320404721753794,0.6343284317180548,0.626160585454281
38,0.07279629940217275,1.9416113079235118,0.9890369370888852,0.9911448092047527,0.9763385536216318,0.9828263533951984,0.9890369370888852,0.9891645429226391,0.9889683044057349,0.6441821247892074,0.479450549761078,0.4470875035303855,0.4504010621242765,0.6441821247892074,0.6385378821669794,0.6343733502671631
39,0.07807565773548583,1.9455288808832887,0.9862540057345253,0.9850268738820628,0.9704309540361422,0.9764620544248092,0.9862540057345253,0.9863963963487189,0.9861655492031276,0.6354131534569983,0.4831738373551711,0.4286833215608815,0.43847994074610536,0.6354131534569983,0.6323141416037033,0.6255080662884318
40,0.07419380084347893,2.0005231300989785,0.9861696744813628,0.9885045330734789,0.9723390183425594,0.9792400743893706,0.9861696744813628,0.9863108150271926,0.9860912185510248,0.6317032040472176,0.45414489692206134,0.4268373633793159,0.42987683259519327,0.6317032040472176,0.6300130732633525,0.6241154664294754
41,0.06662864231183181,1.9716415097636562,0.9876876370382864,0.9883199738259745,0.9750673131492815,0.9807716509424456,0.9876876370382864,0.9878299831403824,0.9876227858059801,0.6367622259696458,0.4998462998531516,0.45385371464937735,0.4602193679147119,0.6367622259696458,0.638390484371984,0.6286965064622043
42,0.06112234602303237,2.0045459539659563,0.9893742621015348,0.9907018112757767,0.980965968434819,0.9854473332263705,0.9893742621015348,0.9894705348661648,0.9893437947353811,0.6401349072512648,0.47107920862116237,0.4356737751972208,0.4403731323301822,0.6401349072512648,0.6394227541310232,0.6318458176110471
43,0.06008756198767181,1.980537865110623,0.9882779558104233,0.9889015244062769,0.9838669059470995,0.9858313270209731,0.9882779558104233,0.9883981356231829,0.9882440960038343,0.6411467116357504,0.4875114142826366,0.4474782979666164,0.454430766090021,0.6411467116357504,0.644862696680601,0.6353714271832854
44,0.051973633949501774,1.9988798300425212,0.9902175746331591,0.9915457108804073,0.9830305294038255,0.9868705925213995,0.9902175746331591,0.9902833329704496,0.9901865544733909,0.6489038785834739,0.4982892341693948,0.46355918564152415,0.4666060507247521,0.6489038785834739,0.65262630586117,0.6441048112358214
45,0.05504362430954427,2.052536319660884,0.9885309495699106,0.9883006732837966,0.9828292708945158,0.9852399691096997,0.9885309495699106,0.9886667675086578,0.9885235488077202,0.6391231028667791,0.49701638540931026,0.46645602790578367,0.4683380846985348,0.6391231028667791,0.6456364751955546,0.6359097703570691
46,0.0453266946760802,2.0559903665255477,0.9930848372406814,0.9933468008345027,0.9890034908852113,0.9909001198548547,0.9930848372406814,0.9931465844153204,0.9930692198721097,0.636424957841484,0.47751597748138713,0.44814789731838783,0.4500113615684533,0.636424957841484,0.6415366237724207,0.6311968948356846
47,0.04527476452532001,2.0371122770411993,0.9919041996964075,0.993384916083685,0.985479054068596,0.9892046624685036,0.9919041996964075,0.991972516199116,0.9918857896326524,0.6448566610455312,0.4791935832074755,0.4619865659445996,0.45995839930260224,0.6448566610455312,0.6463637248500974,0.6399320369453323
48,0.046969108526077816,2.008647443786744,0.9911452184179457,0.992069553415396,0.9852989604964821,0.9883772642295872,0.9911452184179457,0.9912398856057084,0.9911282000173054,0.6482293423271501,0.4866032856406647,0.460177539431907,0.4615462739702152,0.6482293423271501,0.6430349012034609,0.6390127869681722
49,0.03815882214698991,2.096964927129848,0.9933378310001687,0.9934536421852354,0.9907342953400217,0.9918386973988775,0.9933378310001687,0.9934161301694178,0.9933288173593217,0.6441821247892074,0.49681041925453556,0.4746194924073765,0.4735733937748065,0.6441821247892074,0.6510355812798786,0.6408666053772909
